tag_name~Abooki~Audeo~Audiobook~Audioteka~Bezdroza~BezKartek~Bookoteka~BooksOn~CzeskieKlimaty~Czytio~DlaBystrzakow~DobryEbook~eBookpoint~ebooks43~eClicto~Empik~EscapeMagazine~FantastykaPolska~Helion~KodeksyWmp3~Koobe~Latarnik~Legimi~Merlin~Nexto~OnePress~Pokatne~Publio~RW2010~Selkar~Sensus~Septem~TaniaKsiazka~Tmc~Virtualo~Wikibooks~Woblink~WolneEbooki~WolneLektury~Wydaje~Zantes~ZielonaSowa~Zinamon~ZloteMysli
rating~~~~~~~~~~~~~~~~~~~~~~~~~./review-note~~./rating~~~~~~~~./rating~~~~~./rating~~~~
redactor~~~~~~~~~~~~~~~~~~~~~~~~./redakcja~~~~~~~~~~~~~~~~~~~~
page_count~~~~~./liczbastron~./pageCount~~~./attrs/a[@name='Ilosc_stron']~./length~./liczbastron~./liczba_stron~./liczbastron~~~~~~./liczbastron~~~~~./liczba_stron~~./liczbastron~~~~pages~./liczbastron~./liczbastron~~~~~~~~~~~~./n:attributes/n:attribute[n:name='Ilość stron']/n:value
list_price~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~list_price~~~~~~~~~~~~~~
cover_small~~~~~~~~~~~~./male_zdjecie~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~./n:attributes/n:attribute[n:name='zm:imageSmall']/n:value
availability~~@avail~~~~~~@avail~~~~~~~@avail~./availability~~~~~~@avail~~~~~~~~~~~~~~~@avail~~~~~~~./n:availability
votes~~~~~~~~~~~~~~~~~~~~~~~~~~~./votes~~~~~~~~~~~~~./votes~~~~
title~./name~./name~./name~./n:name~./tytul[@language='polski']~./name~./title~./n:name~./name~./title~./tytul[@language='polski']~./tytul~./tytul[@language='polski']~./div[@class='book_box_title']/a~./name~./name~./title~./title~./tytul[@language='polski']~./name~./name~./name~./n:name~./tytul~./name~./tytul[@language='polski']~./title~./title~./tytul~title~./tytul[@language='polski']~./tytul[@language='polski']~./name~./n:name~./title~~./name~./title~~./title~./title~./n:name~./tytul~./n:name
place_in_top~~~~~./top~~~~~~./top~~./top~~~~~~./top~~~~~~~./top~~~~~./top~./top~~~~~~~~~~~~
